adarb1_n,akt_n,ampka_n,arc_n,acetylh3k9_n,bax_n,behavior,camkii_n,cdk5_n,cana_n,erbb4_n,gfap_n,gsk3b_n,genotype,glur3_n,glur4_n,il1b_n,itsn1_n,mtor_n,nr1_n,numb_n,p3525_n,p70s6_n,psd95_n,rrp1_n,rsk_n,s6_n,shh_n,snca_n,syp_n,tiam1_n,tau_n,treatment,ubiquitin_n,nnos_n,pakt_n,pcamkii_n,pcasp9_n,pelk_n,pgsk3b_n,pgsk3b_tyr216_n,pjnk_n,pmek_n,pmtor_n,pnr2a_n,pnumb_n,ppkcab_n,ppkcg_n,ps6_n,class
1.005720135,0.757609054,0.350401055,0.119219653,0.575927264,0.188102119,S/C,0.374903857,0.324903661,1.375361272,0.161368015,0.114282274,1.214372047,Ts65Dn,0.228203276,0.144508671,0.533477842,0.63256785,0.465553236,2.694429184,0.239884393,0.359766378,1.054612235,2.503552505,0.164137765,0.167564004,0.743256262,0.23855973,0.138126204,0.402878131,0.440061532,0.383309249,Saline,1.186958092,0.204178709,0.226458631,3.59059444,1.45484104,1.300406549,0.155828516,0.903359827,0.319525327,0.288979233,0.726623448,0.719591254,0.333699593,1.523019448,2.231514933,0.119219653,0
1.068576499,0.703177258,0.35493311,0.114843453,0.192039549,0.172518697,S/C,0.388586957,0.294460641,1.251869692,0.145772595,0.127519331,1.127717391,Ts65Dn,0.178349601,0.110153378,0.516034985,0.536162207,0.468018395,2.115593645,0.146659906,0.262897706,0.749017619,1.978324249,0.195335277,0.191680602,0.290657878,0.25617949,0.143744454,0.460134364,0.442934783,0.179743947,Saline,1.416909621,0.160096337,0.300585284,5.220735786,1.828622132,1.305392977,0.181898846,0.92838129,0.378971572,0.345735786,0.788879599,0.741638796,0.383779264,1.971780936,2.363924452,0.114843453,0
1.007273672,0.589580433,0.325114337,0.112871802,0.307182751,0.169112872,C/S,0.408629946,0.285231848,1.502662683,0.14235615,0.133004286,1.254324915,Ts65Dn,0.188336148,0.101311859,0.41628783,0.679459137,0.379200636,2.194273215,0.163787505,0.255877387,0.646187817,1.940771529,0.18262112,0.188307815,0.555526692,0.221846993,0.135342252,0.432134043,0.398488765,0.177035979,Memantine,1.153266658,0.142745811,0.231059853,6.074567508,1.064943499,1.498309803,0.197817898,0.820885829,0.310001988,0.285742692,0.614635116,0.617617817,0.3543448,2.346390933,2.050266268,0.112871802,0
1.14157741,0.642094894,0.321457889,0.134469328,0.072833496,0.177799416,S/C,0.361516992,0.338851022,1.051022395,0.164849075,0.113534567,1.115416188,Control,0.262512171,0.142064265,0.59707887,0.468067641,0.468724347,2.415695288,0.172736125,0.267867575,1.160662123,2.479454722,0.154138267,0.148579872,0.275754625,0.268549172,0.168159688,0.483252191,0.359382696,0.149367089,Memantine,1.437000974,0.201850049,0.232638319,5.105073059,1.732035054,1.290921031,0.132619279,0.879844206,0.318995239,0.268264653,0.824495157,0.849285832,0.30865211,1.136102446,1.607108082,0.134469328,0
0.986712301,0.883296388,0.41648194,0.129722837,0.072881015,0.169585934,S/C,0.383231191,0.2897121,1.180659016,0.154620495,0.094020536,1.208110575,Control,0.20629488,0.110797933,0.4975505,0.513104707,0.474638154,2.937671144,0.185692235,0.267163278,0.993758808,2.461915308,0.127843769,0.185943409,0.334205758,0.196765318,0.146567344,0.47788739,0.428478289,0.142540769,Saline,1.184014496,0.209784578,0.241882905,3.27474247,1.427689417,1.356630591,0.127239783,0.756929065,0.363280741,0.308384405,0.92606598,0.977702438,0.306298083,1.297431217,1.297698141,0.129722837,0
1.085018825,0.729619009,0.482589103,0.119166448,0.725680764,0.191927152,S/C,0.396558787,0.241309868,0.710708344,0.14193153,0.117940636,1.076812782,Ts65Dn,0.206899571,0.131424569,0.422730059,0.515977059,0.560221221,2.443875461,0.160756501,0.239646266,0.810874704,1.833552228,0.198931792,0.192339205,0.235618597,0.201821207,0.142631994,0.37080816,0.574559607,0.317572892,Memantine,1.166622888,0.161719639,0.253174928,3.103236379,1.349006217,1.430970914,0.142456878,0.642150425,0.342687423,0.319541172,0.912331012,0.839205244,0.411306841,1.248463744,1.36336573,0.119166448,0
1.163759362,0.730838756,0.394432393,0.11988403,0.334621889,0.178835468,C/S,0.340925524,0.300314086,1.582556173,0.154868326,0.112780865,1.324927693,Control,0.237641942,0.136506403,0.498332931,0.672451193,0.468546638,2.716106291,0.217492148,0.347571877,1.076781831,2.250495289,0.146895385,0.154826464,0.602609326,0.240541194,0.151244262,0.445759845,0.387292119,0.205411935,Memantine,1.110316502,0.204058951,0.200289226,3.55269342,1.592703552,1.435285611,0.156172989,0.903116695,0.304501085,0.246023138,0.737346349,0.737075199,0.370842372,2.157357195,2.353032133,0.11988403,0
1.031271668,0.611938506,0.302426135,0.116419359,0.318471779,0.191651643,C/S,0.352269998,0.314658161,1.807932326,0.153792817,0.12106504,1.185202979,Ts65Dn,0.201775066,0.14526418,0.530786299,0.728561134,0.398991112,2.213547922,0.225488836,0.327901817,1.219248371,2.159270559,0.169740674,0.157338458,0.646373596,0.237623076,0.14290667,0.514214395,0.417487389,0.248925253,Saline,1.203855221,0.23415615,0.234085996,4.287653135,1.924143669,1.338938266,0.183955069,0.831160727,0.3692049,0.275642565,0.743574345,0.906797982,0.378453039,2.717151093,2.874566634,0.116419359,0
0.954366812,0.8897418,0.40474529,0.125764192,0.089737991,0.145633188,S/C,0.474180042,0.253275109,1.104803493,0.165720524,0.100218341,1.315073273,Control,0.190393013,0.073362445,0.624017467,0.475575715,0.52128402,2.732379623,0.147598253,0.3069869,0.971615721,2.420305677,0.188427948,0.280181438,0.308296943,0.210480349,0.173144105,0.520960699,0.432309839,0.197379913,Memantine,1.477510917,0.169868996,0.327983252,5.250174459,1.560480349,3.539776692,0.152183406,0.896943231,0.399860433,0.35799023,0.892533147,0.902651779,0.361828332,1.320655967,1.741266376,0.125764192,0
1.435251426,0.774928294,0.361903155,0.127527216,0.142457232,0.18745464,S/C,0.361059558,0.292794194,1.085847589,0.163193364,0.115189217,1.080310444,Ts65Dn,0.253499222,0.156454121,0.550544323,0.529778978,0.461785051,2.337438839,0.160497667,0.271435977,0.963815448,2.3249352,0.168999482,0.159271132,0.298600311,0.188284085,0.161845516,0.491238984,0.454698836,0.14380508,Memantine,1.258061172,0.176982893,0.243462122,3.315167876,1.963400726,1.425847815,0.15313634,0.802799378,0.340813228,0.294752826,0.858781846,0.893200607,0.33440189,1.149485406,1.327734578,0.127527216,0
1.39378882,0.76156032,0.369671919,0.139052795,0.083540373,0.198524845,S/C,0.370963575,0.295341615,1.076086957,0.167624224,0.105978261,1.211960734,Ts65Dn,0.241614907,0.125776398,0.543944099,0.588607595,0.474554379,2.77124774,0.194642857,0.277872671,1.197282609,2.80931677,0.133307453,0.157452855,0.377018634,0.226164596,0.167003106,0.456677019,0.435288039,0.146506211,Memantine,1.494021739,0.211645963,0.245672953,6.2680186,1.533540373,1.302505812,0.138509317,0.847204969,0.348359597,0.289460088,0.881555154,0.999612503,0.332730561,1.269310256,1.704891304,0.139052795,0
0.870928621,0.589337374,0.293428847,0.110793486,0.298769924,0.18035343,C/S,0.334619094,0.307345807,1.755024255,0.153672904,0.115384615,1.147403224,Ts65Dn,0.206947332,0.122227997,0.489085239,0.700785232,0.387243422,2.180741149,0.202616078,0.295218295,1.036382536,2.284390159,0.159650035,0.157184185,0.539241164,0.223232848,0.134355509,0.489085239,0.43780135,0.227130977,Saline,1.10507623,0.20997921,0.259953162,4.287642926,1.815661816,1.299765808,0.162768538,0.764206514,0.369885659,0.271938284,0.726684116,0.861826698,0.357900537,2.443311751,2.86971587,0.110793486,0
0.823055592,0.50066654,0.308703104,0.099168097,0.154760333,0.158853823,C/S,0.334602933,0.263567939,1.706985343,0.134689027,0.10920375,1.410398019,Ts65Dn,0.205862934,0.099564241,0.425987059,0.806893925,0.3625976,2.217863264,0.151855275,0.264492275,0.782516836,2.377129275,0.143272151,0.176728242,0.343985211,0.194374752,0.115542057,0.363924469,0.34164921,0.182490427,Memantine,0.99590651,0.165456226,0.236526376,2.103599314,1.201241252,1.661016949,0.161362736,0.863594348,0.269853361,0.262426205,0.610169492,0.394591506,0.301656827,1.468672634,1.819886439,0.099168097,0
0.984450785,0.647940075,0.252128022,0.136804565,0.126105563,0.196291013,S/C,0.310010215,0.290442225,1.462624822,0.158487874,0.120542083,0.799455226,Control,0.204850214,0.1,0.731098431,0.34865509,0.337589377,1.809499489,0.166476462,0.273751783,0.892582026,2.364051355,0.17446505,0.156111679,0.32382311,0.24978602,0.172182596,0.460199715,0.259278175,0.164479315,Saline,1.340085592,0.179029957,0.213653388,2.270003405,1.806704708,0.974123255,0.160199715,0.859486448,0.240721825,0.244296902,0.563159687,0.502383384,0.211610487,0.909090909,1.101569187,0.136804565,0
1.605939343,0.653109748,0.328244275,0.113030048,0.303566414,0.202752036,C/S,0.328869979,0.349761303,1.723392306,0.155433867,0.124684078,1.341759479,Ts65Dn,0.199663016,0.126509407,0.493049705,0.771743211,0.407958954,2.34351145,0.221566976,0.316413929,0.912454367,2.26024993,0.160980062,0.152296333,0.588879528,0.204998596,0.138023027,0.547037349,0.405956701,0.221005336,Saline,1.201207526,0.145113732,0.208734827,2.626705043,1.462089301,1.565386059,0.180497051,0.877702892,0.296708797,0.257664873,0.680891002,0.618320611,0.342510324,1.987611062,2.186394271,0.113030048,0
1.135359801,0.371606335,0.322209653,0.101240695,0.100620347,0.166377171,C/S,0.263574661,0.246401985,1.503349876,0.13325062,0.105583127,1.0086727,Control,0.222952854,0.108188586,0.446029777,0.391402715,0.431372549,1.868401207,0.151116625,0.29057072,0.643424318,1.845781638,0.141563275,0.131598793,0.280645161,0.213523573,0.144044665,0.345905707,0.354072398,0.131265509,Saline,0.985483871,0.152729529,0.135935143,2.45852187,1.270471464,0.868966817,0.142431762,0.800248139,0.192684766,0.152903469,0.624434389,0.617081448,0.312594268,2.168552036,1.962158809,0.101240695,0
1.000293974,0.60546613,0.317739772,0.11288584,0.098089172,0.183733464,C/S,0.298289738,0.287898089,1.543263106,0.139735424,0.113963743,1.102112676,Ts65Dn,0.236452719,0.131504165,0.569034787,0.908283032,0.395707579,1.922367539,0.181871632,0.249681529,1.222537972,2.069573738,0.155707986,0.132629108,0.524154826,0.232239098,0.142969133,0.34355708,0.376592891,0.229201372,Memantine,1.010877021,0.193532582,0.184942991,2.209758551,1.56844684,1.693158954,0.150612445,0.852621264,0.264922871,0.225519785,0.642186452,0.637659289,0.378940309,1.152414487,0.711611955,0.11288584,0
0.996108491,0.723443223,0.520669806,0.122051887,0.789858491,0.184316038,S/C,0.423076923,0.225353774,0.708726415,0.144693396,0.115919811,1.004447933,Ts65Dn,0.201768868,0.128537736,0.437735849,0.498953428,0.57718472,2.397697541,0.149646226,0.238915094,0.731839623,1.779245283,0.209551887,0.175824176,0.211792453,0.213443396,0.158254717,0.3375,0.599686028,0.318632075,Memantine,1.119929245,0.158962264,0.281266353,2.660648875,1.328419811,1.489010989,0.139976415,0.636438679,0.342752486,0.382783883,0.957613815,0.795395081,0.433804291,1.25588697,1.268985849,0.122051887,0
0.880883978,0.819739347,0.420705813,0.121767956,0.099668508,0.164788214,S/C,0.400058574,0.275359116,1.025930018,0.153222836,0.08611418,1.347488651,Control,0.196758748,0.108360958,0.498121547,0.565236491,0.506223459,2.814321277,0.171860037,0.262025783,0.978047882,2.312559853,0.123830571,0.199882853,0.318453039,0.18946593,0.137384899,0.450755064,0.443549568,0.171049724,Memantine,1.29252302,0.187108656,0.277639479,5.755893982,1.345856354,1.361399912,0.12,0.769502762,0.377507688,0.312051545,0.970420267,1.021525846,0.360960609,1.341045541,1.811786372,0.121767956,0
1.605939343,0.653109748,0.328244275,0.113030048,0.303566414,0.202752036,C/S,0.328869979,0.349761303,1.723392306,0.155433867,0.124684078,1.341759479,Ts65Dn,0.199663016,0.126509407,0.493049705,0.771743211,0.407958954,2.34351145,0.221566976,0.316413929,0.912454367,2.26024993,0.160980062,0.152296333,0.588879528,0.204998596,0.138023027,0.547037349,0.405956701,0.221005336,Saline,1.201207526,0.145113732,0.208734827,2.626705043,1.462089301,1.565386059,0.180497051,0.877702892,0.296708797,0.257664873,0.680891002,0.618320611,0.342510324,1.987611062,2.186394271,0.113030048,0
1.135872049,0.723495058,0.378256963,0.134805788,0.108910891,0.176389947,S/C,0.390386343,0.302056359,1.212947449,0.1687738,0.118964204,0.992138365,Control,0.304341203,0.16770754,0.623000762,0.472821204,0.506963163,2.466981132,0.170449353,0.312566641,0.905407464,2.59375476,0.171667936,0.181266846,0.252703732,0.280274181,0.188728104,0.497334349,0.433063792,0.180350343,Saline,1.291546078,0.19634425,0.244384546,2.806828392,1.668392993,1.115678347,0.14897182,0.812033511,0.327268643,0.27425876,0.787735849,0.78032345,0.301212938,1.104447439,1.163442498,0.134805788,0
2.364444939,0.785208105,0.370995109,0.118183334,0.089832676,0.190783256,C/S,0.322986326,0.302796153,1.555950859,0.149924954,0.126799711,1.43756862,Ts65Dn,0.25376619,0.155317138,0.499027183,0.969957082,0.430082843,2.61772632,0.259436322,0.286564011,1.356162099,2.278392351,0.161431986,0.124463519,0.63922397,0.207460115,0.141475346,0.419812107,0.435971654,0.255934182,Saline,1.052587692,0.170159542,0.165285957,1.81435273,1.869309022,1.83940513,0.162265829,0.826783034,0.268290249,0.192633995,0.741491167,0.7976844,0.41261603,1.526998702,0.838123298,0.118183334,0
1.584806356,0.817731375,0.45832596,0.143098312,0.187884806,0.191161867,S/C,0.451601486,0.291261172,1.08123138,0.186395233,0.109136048,1.2088126,Ts65Dn,0.203078451,0.125024826,0.554220457,0.568748894,0.524862856,2.524685896,0.201688183,0.27795432,1.04448858,2.547567031,0.145382324,0.19837197,0.38142999,0.219860973,0.171300894,0.45590864,0.493717926,0.222641509,Memantine,1.55551142,0.194240318,0.295699876,3.980888338,1.609731877,1.375862679,0.154121152,0.828202582,0.379932755,0.340470713,0.923199434,0.912758804,0.407361529,1.307202265,1.70734856,0.143098312,0
1.077758663,0.719613749,0.395021262,0.114622757,0.351830917,0.176259523,C/S,0.342044649,0.301794053,1.633226837,0.150405505,0.109953305,1.314138909,Control,0.248808061,0.136102236,0.522339641,0.641389086,0.459957477,2.728649894,0.220938806,0.346325879,1.057311379,2.284541656,0.140329319,0.152639972,0.620987958,0.222904891,0.138805603,0.479429835,0.381909993,0.202457606,Memantine,1.078348489,0.200196609,0.192948264,3.522324592,1.657213074,1.391743444,0.151388548,0.873433276,0.302533664,0.278260099,0.730776045,0.714121191,0.377126152,1.998405386,2.533202261,0.114622757,0
1.107907459,0.600638051,0.32337587,0.105145028,0.158839779,0.178522099,C/S,0.328886311,0.294457873,1.834599448,0.137776243,0.116799033,1.252030162,Control,0.233857044,0.132596685,0.455973757,0.538428074,0.378480278,2.125725058,0.150120856,0.236015193,0.710808011,1.958736188,0.148653315,0.154147332,0.294112569,0.186377762,0.11386395,0.435687155,0.357598608,0.123964088,Memantine,0.94690953,0.160393646,0.207221578,1.861513921,1.404178177,1.261890951,0.167472376,0.83218232,0.266966357,0.242604408,0.636890951,0.458961717,0.312064965,1.822070766,1.805248619,0.105145028,0
1.678294574,0.864864865,0.391173782,0.129914175,0.128875969,0.194629014,S/C,0.357096227,0.295404208,1.083817829,0.164590255,0.118632337,1.206423815,Control,0.288967331,0.167151163,0.603474529,0.554380467,0.511685599,3.046220133,0.208194906,0.296511628,1.156976744,2.568175526,0.145071982,0.159681421,0.350290698,0.266265227,0.15912237,0.536198782,0.420681551,0.176218162,Saline,1.276924142,0.21345515,0.231622927,3.609740175,1.816514396,1.235801018,0.145487265,0.894310631,0.350567959,0.306436872,0.946598773,1.08081995,0.306959133,1.301867084,1.253875969,0.129914175,0
0.877694859,0.724278438,0.374702886,0.126243781,0.103026534,0.177860697,S/C,0.393718166,0.268138474,1.166873964,0.157131012,0.098258706,1.245670628,Control,0.212375622,0.100849917,0.546330846,0.499320883,0.458234295,2.549575552,0.181695688,0.276637645,0.972947761,2.426409619,0.123756219,0.198471986,0.328150912,0.186670813,0.14935738,0.461546434,0.410526316,0.177031509,Memantine,1.376451078,0.198486733,0.268421053,4.997113752,1.445066335,1.260780985,0.137023217,0.812914594,0.342275042,0.328692699,0.824957555,0.905602716,0.328862479,1.225806452,1.749585406,0.126243781,0
0.950032267,0.57046561,0.306453626,0.115700194,0.09818383,0.206600903,C/S,0.30695294,0.362865308,2.059279063,0.151654835,0.127039734,1.105230308,Control,0.281183737,0.166589841,0.50032267,0.478092623,0.411933591,2.148795406,0.209551028,0.272241173,1.04250023,2.190651793,0.179681018,0.135938085,0.407393749,0.217848253,0.142251314,0.489812851,0.364249157,0.155803448,Saline,1.104360653,0.2023601,0.195356385,2.369991262,1.95952798,0.990138559,0.197289573,0.934359731,0.283984521,0.225315192,0.664086881,0.719136188,0.32517788,1.931094745,2.096985342,0.115700194,0
1.000293974,0.60546613,0.317739772,0.11288584,0.098089172,0.183733464,C/S,0.298289738,0.287898089,1.543263106,0.139735424,0.113963743,1.102112676,Ts65Dn,0.236452719,0.131504165,0.569034787,0.908283032,0.395707579,1.922367539,0.181871632,0.249681529,1.222537972,2.069573738,0.155707986,0.132629108,0.524154826,0.232239098,0.142969133,0.34355708,0.376592891,0.229201372,Memantine,1.010877021,0.193532582,0.184942991,2.209758551,1.56844684,1.693158954,0.150612445,0.852621264,0.264922871,0.225519785,0.642186452,0.637659289,0.378940309,1.152414487,0.711611955,0.11288584,0
0.916940949,0.617619198,0.491000947,0.121974831,0.832526621,0.171732817,S/C,0.373223871,0.22071636,0.735140368,0.170571152,0.14249758,0.795389959,Ts65Dn,0.19535334,0.127976767,0.53339787,0.402904957,0.584149037,1.918850647,0.135333979,0.288286544,0.654211036,1.824007744,0.215488867,0.167666561,0.222265247,0.22071636,0.215488867,0.387028074,0.568361225,0.330493708,Memantine,1.152952565,0.181026137,0.222923903,1.911588254,1.513068732,1.339122198,0.14714424,0.700871249,0.292074518,0.282286075,0.905588885,0.646984528,0.418692769,0.884748974,1.197095837,0.121974831,0
1.261554943,0.716007276,0.357662574,0.136669728,0.111111111,0.179216406,S/C,0.402910414,0.312059994,1.20661157,0.162228344,0.122436486,1.021145975,Control,0.310070401,0.167891032,0.623660851,0.45475216,0.527057754,2.492496589,0.1637588,0.311906948,0.871594735,2.543464953,0.157330885,0.182582992,0.275176002,0.269207224,0.191000918,0.548056321,0.402910414,0.183042547,Saline,1.296602388,0.198653199,0.251477945,2.833105957,1.688399143,1.181446112,0.149984695,0.831955923,0.364483856,0.274442929,0.829013188,0.792178263,0.305138699,1.168258299,1.174625038,0.136669728,0
0.83624313,0.403804668,0.308884095,0.103944391,0.178305852,0.151794374,C/S,0.222200431,0.209990301,1.225024248,0.144519884,0.117685095,1.047068053,Ts65Dn,0.214031684,0.112835435,0.481247979,0.702098451,0.368307511,1.616395372,0.140963466,0.295505981,0.805205302,1.978499838,0.174749434,0.126495391,0.430488199,0.228742321,0.17038474,0.282411898,0.359090018,0.21419334,Memantine,0.973650178,0.155350792,0.15807021,1.417140616,1.252020692,1.226122769,0.163110249,0.909149693,0.211414003,0.192390665,0.544616591,0.307119043,0.287507354,0.955677584,1.575008083,0.103944391,0
1.748959871,0.708780721,0.356716774,0.109649711,0.10501946,0.1860153,C/S,0.335719399,0.363239834,1.898000268,0.157361428,0.119044424,1.436411358,Ts65Dn,0.193463965,0.118776003,0.497047376,0.819374851,0.416129802,2.437842997,0.228023084,0.282109784,1.04234331,2.264595356,0.140518051,0.161178716,0.479600054,0.202456046,0.154274594,0.554556435,0.403602959,0.204133673,Saline,1.259294054,0.141793048,0.20949654,2.31567645,1.506710509,1.386423288,0.168702188,0.912159442,0.333333333,0.257217848,0.684204247,0.669887855,0.364829396,2.164757814,2.156958797,0.109649711,0
0.830705306,0.620832642,0.307181954,0.111442574,0.095354784,0.193586192,C/S,0.3552828,0.30396335,1.676646069,0.145962071,0.12465374,1.370210649,Ts65Dn,0.215214149,0.112188366,0.423076923,1.034168187,0.362912589,2.110963676,0.211378649,0.256978479,1.053164287,2.509482208,0.164713403,0.17332891,0.615597699,0.225442148,0.130620072,0.337097805,0.339691491,0.238972938,Saline,1.106008949,0.168761986,0.191905789,2.282965666,1.349776263,2.032675402,0.174621777,0.827722139,0.268369547,0.223917731,0.602587494,0.549344833,0.345828496,1.390280312,1.011932666,0.111442574,0
0.974589113,0.700961979,0.341914796,0.119361231,0.321540972,0.21220422,S/C,0.307008704,0.331740296,1.299277305,0.161557291,0.120468586,1.112505726,Ts65Dn,0.244608929,0.162198391,0.530364844,0.681355932,0.42134677,2.309665598,0.241228581,0.349457979,1.094183471,2.318452034,0.172164588,0.139166285,0.733360532,0.24874694,0.159517426,0.418813382,0.430508475,0.321366127,Saline,1.278120993,0.235866651,0.212093449,3.374988548,1.666686094,1.128355474,0.165811866,0.96159226,0.297663765,0.25478699,0.670545121,0.70279432,0.325332112,1.362986716,2.337626763,0.119361231,0
